source_file,source_sheet,source_row_header,detected_section,source_column_name,source_column_index,mapped_metric,mapping_confidence,mapping_reason,issue_flag
bexley_stats_spreadsheets.xlsx,1932-33,3,bowling,RUNS,13,bowlingRuns,high,"Runs two columns after Overs/Mdns is section-aware bowling runs conceded, not batting runs.",
bexley_stats_spreadsheets.xlsx,1932-33,3,bowling,WKTS,14,bowlingWickets,high,Wkts follows bowling runs in the early workbook bowling block.,
bexley_stats_spreadsheets.xlsx,1932-33,3,bowling,AVE,15,bowlingAverage,high,"The Ave after Wkts is bowling average, not batting average.",
bexley_stats_spreadsheets.xlsx,1932-33,24,identity,FIRST NAME,2,player_first_name,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1932-33,24,identity,SURNAME,3,player_surname,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1932-33,24,general,GAMES,4,matches,high,Games column maps to season matches.,
bexley_stats_spreadsheets.xlsx,1932-33,24,batting,INNS,5,battingInnings,high,Inns appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1932-33,24,batting,NO,6,battingNotOuts,high,NO appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1932-33,24,batting,HS,7,battingHighScore,high,HS appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1932-33,24,batting,TOTAL,8,battingAggregate,high,Total appears in the batting section before the first Ave column.,
bexley_stats_spreadsheets.xlsx,1932-33,24,batting,AVE,9,battingAverage,high,The first Ave column follows batting Total.,
bexley_stats_spreadsheets.xlsx,1932-33,24,bowling,OVERS,11,bowlingOvers,high,Overs starts the early-workbook bowling section.,
bexley_stats_spreadsheets.xlsx,1932-33,24,bowling,MDNS,12,bowlingMaidens,high,Mdns follows Overs in the bowling section.,
bexley_stats_spreadsheets.xlsx,1932-33,24,bowling,RUNS,13,bowlingRuns,high,"Runs two columns after Overs/Mdns is section-aware bowling runs conceded, not batting runs.",
bexley_stats_spreadsheets.xlsx,1932-33,24,bowling,WKTS,14,bowlingWickets,high,Wkts follows bowling runs in the early workbook bowling block.,
bexley_stats_spreadsheets.xlsx,1932-33,24,bowling,AVE,15,bowlingAverage,high,"The Ave after Wkts is bowling average, not batting average.",
bexley_stats_spreadsheets.xlsx,1933-34,3,identity,FIRST NAME,2,player_first_name,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1933-34,3,identity,SURNAME,3,player_surname,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1933-34,3,general,GAMES,4,matches,high,Games column maps to season matches.,
bexley_stats_spreadsheets.xlsx,1933-34,3,batting,INNS,5,battingInnings,high,Inns appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1933-34,3,batting,NO,6,battingNotOuts,high,NO appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1933-34,3,batting,HS,7,battingHighScore,high,HS appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1933-34,3,batting,TOTAL,8,battingAggregate,high,Total appears in the batting section before the first Ave column.,
bexley_stats_spreadsheets.xlsx,1933-34,3,batting,AVE,9,battingAverage,high,The first Ave column follows batting Total.,
bexley_stats_spreadsheets.xlsx,1933-34,3,bowling,OVERS,11,bowlingOvers,high,Overs starts the early-workbook bowling section.,
bexley_stats_spreadsheets.xlsx,1933-34,3,bowling,MDNS,12,bowlingMaidens,high,Mdns follows Overs in the bowling section.,
bexley_stats_spreadsheets.xlsx,1933-34,3,bowling,RUNS,13,bowlingRuns,high,"Runs two columns after Overs/Mdns is section-aware bowling runs conceded, not batting runs.",
bexley_stats_spreadsheets.xlsx,1933-34,3,bowling,WKTS,14,bowlingWickets,high,Wkts follows bowling runs in the early workbook bowling block.,
bexley_stats_spreadsheets.xlsx,1933-34,3,bowling,AVE,15,bowlingAverage,high,"The Ave after Wkts is bowling average, not batting average.",
bexley_stats_spreadsheets.xlsx,1933-34,24,identity,FIRST NAME,2,player_first_name,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1933-34,24,identity,SURNAME,3,player_surname,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1933-34,24,general,GAMES,4,matches,high,Games column maps to season matches.,
bexley_stats_spreadsheets.xlsx,1933-34,24,batting,INNS,5,battingInnings,high,Inns appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1933-34,24,batting,NO,6,battingNotOuts,high,NO appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1933-34,24,batting,HS,7,battingHighScore,high,HS appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1933-34,24,batting,TOTAL,8,battingAggregate,high,Total appears in the batting section before the first Ave column.,
bexley_stats_spreadsheets.xlsx,1933-34,24,batting,AVE,9,battingAverage,high,The first Ave column follows batting Total.,
bexley_stats_spreadsheets.xlsx,1933-34,24,bowling,OVERS,11,bowlingOvers,high,Overs starts the early-workbook bowling section.,
bexley_stats_spreadsheets.xlsx,1933-34,24,bowling,MDNS,12,bowlingMaidens,high,Mdns follows Overs in the bowling section.,
bexley_stats_spreadsheets.xlsx,1933-34,24,bowling,RUNS,13,bowlingRuns,high,"Runs two columns after Overs/Mdns is section-aware bowling runs conceded, not batting runs.",
bexley_stats_spreadsheets.xlsx,1933-34,24,bowling,WKTS,14,bowlingWickets,high,Wkts follows bowling runs in the early workbook bowling block.,
bexley_stats_spreadsheets.xlsx,1933-34,24,bowling,AVE,15,bowlingAverage,high,"The Ave after Wkts is bowling average, not batting average.",
bexley_stats_spreadsheets.xlsx,1934-35,3,identity,FIRST NAME,2,player_first_name,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1934-35,3,identity,SURNAME,3,player_surname,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1934-35,3,general,GAMES,4,matches,high,Games column maps to season matches.,
bexley_stats_spreadsheets.xlsx,1934-35,3,batting,INNS,5,battingInnings,high,Inns appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1934-35,3,batting,NO,6,battingNotOuts,high,NO appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1934-35,3,batting,HS,7,battingHighScore,high,HS appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1934-35,3,batting,TOTAL,8,battingAggregate,high,Total appears in the batting section before the first Ave column.,
bexley_stats_spreadsheets.xlsx,1934-35,3,batting,AVE,9,battingAverage,high,The first Ave column follows batting Total.,
bexley_stats_spreadsheets.xlsx,1934-35,3,bowling,OVERS,11,bowlingOvers,high,Overs starts the early-workbook bowling section.,
bexley_stats_spreadsheets.xlsx,1934-35,3,bowling,MDNS,12,bowlingMaidens,high,Mdns follows Overs in the bowling section.,
bexley_stats_spreadsheets.xlsx,1934-35,3,bowling,RUNS,13,bowlingRuns,high,"Runs two columns after Overs/Mdns is section-aware bowling runs conceded, not batting runs.",
bexley_stats_spreadsheets.xlsx,1934-35,3,bowling,WKTS,14,bowlingWickets,high,Wkts follows bowling runs in the early workbook bowling block.,
bexley_stats_spreadsheets.xlsx,1934-35,3,bowling,AVE,15,bowlingAverage,high,"The Ave after Wkts is bowling average, not batting average.",
bexley_stats_spreadsheets.xlsx,1934-35,24,identity,FIRST NAME,2,player_first_name,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1934-35,24,identity,SURNAME,3,player_surname,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1934-35,24,general,GAMES,4,matches,high,Games column maps to season matches.,
bexley_stats_spreadsheets.xlsx,1934-35,24,batting,INNS,5,battingInnings,high,Inns appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1934-35,24,batting,NO,6,battingNotOuts,high,NO appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1934-35,24,batting,HS,7,battingHighScore,high,HS appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1934-35,24,batting,TOTAL,8,battingAggregate,high,Total appears in the batting section before the first Ave column.,
bexley_stats_spreadsheets.xlsx,1934-35,24,batting,AVE,9,battingAverage,high,The first Ave column follows batting Total.,
bexley_stats_spreadsheets.xlsx,1934-35,24,bowling,OVERS,11,bowlingOvers,high,Overs starts the early-workbook bowling section.,
bexley_stats_spreadsheets.xlsx,1934-35,24,bowling,MDNS,12,bowlingMaidens,high,Mdns follows Overs in the bowling section.,
bexley_stats_spreadsheets.xlsx,1934-35,24,bowling,RUNS,13,bowlingRuns,high,"Runs two columns after Overs/Mdns is section-aware bowling runs conceded, not batting runs.",
bexley_stats_spreadsheets.xlsx,1934-35,24,bowling,WKTS,14,bowlingWickets,high,Wkts follows bowling runs in the early workbook bowling block.,
bexley_stats_spreadsheets.xlsx,1934-35,24,bowling,AVE,15,bowlingAverage,high,"The Ave after Wkts is bowling average, not batting average.",
bexley_stats_spreadsheets.xlsx,1935-36,3,identity,FIRST NAME,2,player_first_name,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1935-36,3,identity,SURNAME,3,player_surname,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1935-36,3,general,GAMES,4,matches,high,Games column maps to season matches.,
bexley_stats_spreadsheets.xlsx,1935-36,3,batting,INNS,5,battingInnings,high,Inns appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1935-36,3,batting,NO,6,battingNotOuts,high,NO appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1935-36,3,batting,HS,7,battingHighScore,high,HS appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1935-36,3,batting,TOTAL,8,battingAggregate,high,Total appears in the batting section before the first Ave column.,
bexley_stats_spreadsheets.xlsx,1935-36,3,batting,AVE,9,battingAverage,high,The first Ave column follows batting Total.,
bexley_stats_spreadsheets.xlsx,1935-36,3,bowling,OVERS,11,bowlingOvers,high,Overs starts the early-workbook bowling section.,
bexley_stats_spreadsheets.xlsx,1935-36,3,bowling,MDNS,12,bowlingMaidens,high,Mdns follows Overs in the bowling section.,
bexley_stats_spreadsheets.xlsx,1935-36,3,bowling,RUNS,13,bowlingRuns,high,"Runs two columns after Overs/Mdns is section-aware bowling runs conceded, not batting runs.",
bexley_stats_spreadsheets.xlsx,1935-36,3,bowling,WKTS,14,bowlingWickets,high,Wkts follows bowling runs in the early workbook bowling block.,
bexley_stats_spreadsheets.xlsx,1935-36,3,bowling,AVE,15,bowlingAverage,high,"The Ave after Wkts is bowling average, not batting average.",
bexley_stats_spreadsheets.xlsx,1935-36,30,identity,FIRST NAME,2,player_first_name,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1935-36,30,identity,SURNAME,3,player_surname,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1935-36,30,general,GAMES,4,matches,high,Games column maps to season matches.,
bexley_stats_spreadsheets.xlsx,1935-36,30,batting,INNS,5,battingInnings,high,Inns appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1935-36,30,batting,NO,6,battingNotOuts,high,NO appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1935-36,30,batting,HS,7,battingHighScore,high,HS appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1935-36,30,batting,TOTAL,8,battingAggregate,high,Total appears in the batting section before the first Ave column.,
bexley_stats_spreadsheets.xlsx,1935-36,30,batting,AVE,9,battingAverage,high,The first Ave column follows batting Total.,
bexley_stats_spreadsheets.xlsx,1935-36,30,bowling,OVERS,11,bowlingOvers,high,Overs starts the early-workbook bowling section.,
bexley_stats_spreadsheets.xlsx,1935-36,30,bowling,MDNS,12,bowlingMaidens,high,Mdns follows Overs in the bowling section.,
bexley_stats_spreadsheets.xlsx,1935-36,30,bowling,RUNS,13,bowlingRuns,high,"Runs two columns after Overs/Mdns is section-aware bowling runs conceded, not batting runs.",
bexley_stats_spreadsheets.xlsx,1935-36,30,bowling,WKTS,14,bowlingWickets,high,Wkts follows bowling runs in the early workbook bowling block.,
bexley_stats_spreadsheets.xlsx,1935-36,30,bowling,AVE,15,bowlingAverage,high,"The Ave after Wkts is bowling average, not batting average.",
bexley_stats_spreadsheets.xlsx,1936-37,3,identity,FIRST NAME,2,player_first_name,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1936-37,3,identity,SURNAME,3,player_surname,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1936-37,3,general,GAMES,4,matches,high,Games column maps to season matches.,
bexley_stats_spreadsheets.xlsx,1936-37,3,batting,INNS,5,battingInnings,high,Inns appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1936-37,3,batting,NO,6,battingNotOuts,high,NO appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1936-37,3,batting,HS,7,battingHighScore,high,HS appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1936-37,3,batting,TOTAL,8,battingAggregate,high,Total appears in the batting section before the first Ave column.,
bexley_stats_spreadsheets.xlsx,1936-37,3,batting,AVE,9,battingAverage,high,The first Ave column follows batting Total.,
bexley_stats_spreadsheets.xlsx,1936-37,3,bowling,OVERS,11,bowlingOvers,high,Overs starts the early-workbook bowling section.,
bexley_stats_spreadsheets.xlsx,1936-37,3,bowling,MDNS,12,bowlingMaidens,high,Mdns follows Overs in the bowling section.,
bexley_stats_spreadsheets.xlsx,1936-37,3,bowling,RUNS,13,bowlingRuns,high,"Runs two columns after Overs/Mdns is section-aware bowling runs conceded, not batting runs.",
bexley_stats_spreadsheets.xlsx,1936-37,3,bowling,WKTS,14,bowlingWickets,high,Wkts follows bowling runs in the early workbook bowling block.,
bexley_stats_spreadsheets.xlsx,1936-37,3,bowling,AVE,15,bowlingAverage,high,"The Ave after Wkts is bowling average, not batting average.",
bexley_stats_spreadsheets.xlsx,1936-37,25,identity,FIRST NAME,2,player_first_name,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1936-37,25,identity,SURNAME,3,player_surname,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1936-37,25,general,GAMES,4,matches,high,Games column maps to season matches.,
bexley_stats_spreadsheets.xlsx,1936-37,25,batting,INNS,5,battingInnings,high,Inns appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1936-37,25,batting,NO,6,battingNotOuts,high,NO appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1936-37,25,batting,HS,7,battingHighScore,high,HS appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1936-37,25,batting,TOTAL,8,battingAggregate,high,Total appears in the batting section before the first Ave column.,
bexley_stats_spreadsheets.xlsx,1936-37,25,batting,AVE,9,battingAverage,high,The first Ave column follows batting Total.,
bexley_stats_spreadsheets.xlsx,1936-37,25,bowling,OVERS,11,bowlingOvers,high,Overs starts the early-workbook bowling section.,
bexley_stats_spreadsheets.xlsx,1936-37,25,bowling,MDNS,12,bowlingMaidens,high,Mdns follows Overs in the bowling section.,
bexley_stats_spreadsheets.xlsx,1936-37,25,bowling,RUNS,13,bowlingRuns,high,"Runs two columns after Overs/Mdns is section-aware bowling runs conceded, not batting runs.",
bexley_stats_spreadsheets.xlsx,1936-37,25,bowling,WKTS,14,bowlingWickets,high,Wkts follows bowling runs in the early workbook bowling block.,
bexley_stats_spreadsheets.xlsx,1936-37,25,bowling,AVE,15,bowlingAverage,high,"The Ave after Wkts is bowling average, not batting average.",
bexley_stats_spreadsheets.xlsx,1937-38,3,identity,FIRST NAME,2,player_first_name,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1937-38,3,identity,SURNAME,3,player_surname,high,Early workbook identity column.,
bexley_stats_spreadsheets.xlsx,1937-38,3,general,GAMES,4,matches,high,Games column maps to season matches.,
bexley_stats_spreadsheets.xlsx,1937-38,3,batting,INNS,5,battingInnings,high,Inns appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1937-38,3,batting,NO,6,battingNotOuts,high,NO appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1937-38,3,batting,HS,7,battingHighScore,high,HS appears in the batting section before Total/Ave.,
bexley_stats_spreadsheets.xlsx,1937-38,3,batting,TOTAL,8,battingAggregate,high,Total appears in the batting section before the first Ave column.,
bexley_stats_spreadsheets.xlsx,1937-38,3,batting,AVE,9,battingAverage,high,The first Ave column follows batting Total.,
bexley_stats_spreadsheets.xlsx,1937-38,3,bowling,,,bowlingOvers,low,Expected source column 'OVERS' not found.,missing_expected_column
