player_id,player_name,short_name,club,team_name,grade_name,season_id,season,season_start_date,competition_name,raw_player_id,raw_player_name,source_system,source_file,source_sheet,source_row,data_confidence,matches,bowlingWickets,bowlingMaidens,bowlingRuns,bowlingBalls,bowling5WIs,bowling10WMs,bowlingBestInnings,bowlingAverage,bowlingStrikeRate,bowlingEconomyRate,bowlingWides,bowlingNoBalls,team_id,grade_id,bowlingWicketsUnassisted,canonical_player_id,canonical_player_name
excel_c57e213efd9122fc,F Richards,F Richards,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c57e213efd9122fc,F Richards,excel,bexley_stats_spreadsheets.xlsx,1929-30,19,medium,,12,10,282,486,,,,23.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_17e67813f5740edd,C Robinson,C Robinson,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_17e67813f5740edd,C Robinson,excel,bexley_stats_spreadsheets.xlsx,1929-30,20,medium,,,,53,,,,,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_b542d476cdd4d7bd,A Seddon,A Seddon,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_b542d476cdd4d7bd,A Seddon,excel,bexley_stats_spreadsheets.xlsx,1929-30,21,medium,,15,5,403,474,,,,26.86666667,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_af2f8e5318250691,Reg Sommerlad,R Sommerlad,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_af2f8e5318250691,Reg Sommerlad,excel,bexley_stats_spreadsheets.xlsx,1929-30,22,medium,,,,20,,,,,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_6332bf28ec812022,L Stuart,L Stuart,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_6332bf28ec812022,L Stuart,excel,bexley_stats_spreadsheets.xlsx,1929-30,23,medium,,1,,9,,,,,9,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_d2fa21161ac61925,L Tustin,L Tustin,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_d2fa21161ac61925,L Tustin,excel,bexley_stats_spreadsheets.xlsx,1929-30,24,medium,,54,3,780,899,,,,14.44444444,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_8597566a26482845,F Wilton,F Wilton,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_8597566a26482845,F Wilton,excel,bexley_stats_spreadsheets.xlsx,1929-30,26,medium,,,,21,,,,,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_3301691a900b1e25,J Bannenberg,J Bannenberg,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_3301691a900b1e25,J Bannenberg,excel,bexley_stats_spreadsheets.xlsx,1929-30,31,medium,,1,,26,,,,,26,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_be53577923994508,R Bartley,R Bartley,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_be53577923994508,R Bartley,excel,bexley_stats_spreadsheets.xlsx,1929-30,32,medium,,9,1,251,240,,,,27.88888889,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_a9df7f578c5a83bc,R Clarke,R Clarke,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_a9df7f578c5a83bc,R Clarke,excel,bexley_stats_spreadsheets.xlsx,1929-30,33,medium,,25,,390,396,,,,15.6,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_12000a26ad2687e7,J Cook,J Cook,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_12000a26ad2687e7,J Cook,excel,bexley_stats_spreadsheets.xlsx,1929-30,34,medium,,5,,219,144,,,,43.8,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_c423d6ad3c4a6531,Alan Cox,A Cox,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c423d6ad3c4a6531,Alan Cox,excel,bexley_stats_spreadsheets.xlsx,1929-30,35,medium,,2,,34,,,,,17,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_a790b6ad800ac3f1,W Dalton,W Dalton,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_a790b6ad800ac3f1,W Dalton,excel,bexley_stats_spreadsheets.xlsx,1929-30,36,medium,,,,47,,,,,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_f45dd49bde489d09,Percy Eldridge,P Eldridge,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_f45dd49bde489d09,Percy Eldridge,excel,bexley_stats_spreadsheets.xlsx,1929-30,37,medium,,5,,52,,,,,10.4,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_ef46b1882c724c0e,G Gilbert,G Gilbert,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_ef46b1882c724c0e,G Gilbert,excel,bexley_stats_spreadsheets.xlsx,1929-30,39,medium,,8,3,172,258,,,,21.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_e48308d6760f6732,F Hurst,F Hurst,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_e48308d6760f6732,F Hurst,excel,bexley_stats_spreadsheets.xlsx,1929-30,40,medium,,1,,33,,,,,33,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_ed3bc564f6bd664c,W Ives,W Ives,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_ed3bc564f6bd664c,W Ives,excel,bexley_stats_spreadsheets.xlsx,1929-30,41,medium,,1,,48,,,,,48,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_de0ada41d95afb11,W Lofberg,W Lofberg,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_de0ada41d95afb11,W Lofberg,excel,bexley_stats_spreadsheets.xlsx,1929-30,42,medium,,7,1,147,138,,,,21,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_4c2020d9050e0a71,J Langdon,J Langdon,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_4c2020d9050e0a71,J Langdon,excel,bexley_stats_spreadsheets.xlsx,1929-30,43,medium,,1,,35,,,,,35,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_b2528866cebecb86,J Lynch,J Lynch,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_b2528866cebecb86,J Lynch,excel,bexley_stats_spreadsheets.xlsx,1929-30,44,medium,,12,4,239,234,,,,19.91666667,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_1001d0c042e69f11,J Mcguiness,J Mcguiness,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_1001d0c042e69f11,J Mcguiness,excel,bexley_stats_spreadsheets.xlsx,1929-30,45,medium,,37,14,572,1308,,,,15.45945946,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_c57e213efd9122fc,F Richards,F Richards,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c57e213efd9122fc,F Richards,excel,bexley_stats_spreadsheets.xlsx,1929-30,46,medium,,13,12,225,414,,,,17.30769231,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_17e67813f5740edd,C Robinson,C Robinson,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_17e67813f5740edd,C Robinson,excel,bexley_stats_spreadsheets.xlsx,1929-30,47,medium,,4,,99,138,,,,24.75,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_bc17951470ba2a82,P Scott,P Scott,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_bc17951470ba2a82,P Scott,excel,bexley_stats_spreadsheets.xlsx,1929-30,48,medium,,3,,70,,,,,23.33333333,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_af2f8e5318250691,Reg Sommerlad,R Sommerlad,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_af2f8e5318250691,Reg Sommerlad,excel,bexley_stats_spreadsheets.xlsx,1929-30,49,medium,,15,6,243,288,,,,16.2,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_6332bf28ec812022,L Stuart,L Stuart,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_6332bf28ec812022,L Stuart,excel,bexley_stats_spreadsheets.xlsx,1929-30,50,medium,,4,,86,,,,,21.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_02bac4e675b30f3d,W Tate,W Tate,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_02bac4e675b30f3d,W Tate,excel,bexley_stats_spreadsheets.xlsx,1929-30,51,medium,,1,,26,,,,,26,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_00b3423c8080dbeb,T Whittaker,T Whittaker,Georges River DCC,Georges River DCC,Historical club summary,excel_1929_30,Summer 1929/30,1929-07-01T00:00:00.0000000+00:00,Historical Excel,excel_00b3423c8080dbeb,T Whittaker,excel,bexley_stats_spreadsheets.xlsx,1929-30,52,medium,,1,,29,,,,,29,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_6030eb60047d6a22,C Avern,C Avern,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_6030eb60047d6a22,C Avern,excel,bexley_stats_spreadsheets.xlsx,1930-31,4,medium,,1,,19,18,,,,19,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_3717209acefb9804,Ren Bullock,R Bullock,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_3717209acefb9804,Ren Bullock,excel,bexley_stats_spreadsheets.xlsx,1930-31,7,medium,,8,3,116,156,,,,14.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_34e1df80d8702a07,A Glasspool,A Glasspool,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_34e1df80d8702a07,A Glasspool,excel,bexley_stats_spreadsheets.xlsx,1930-31,12,medium,,2,1,56,54,,,,28,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_7ca99b7aac346551,F Griggs,F Griggs,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_7ca99b7aac346551,F Griggs,excel,bexley_stats_spreadsheets.xlsx,1930-31,13,medium,,76,66,739,1680,,,,9.723684211,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_0987372e88c325f3,L Maltby,L Maltby,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_0987372e88c325f3,L Maltby,excel,bexley_stats_spreadsheets.xlsx,1930-31,16,medium,,1,1,34,54,,,,34,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_885b45acdb224563,T O'neill,T O'neill,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_885b45acdb224563,T O'neill,excel,bexley_stats_spreadsheets.xlsx,1930-31,17,medium,,46,15,688,931,,,,14.95652174,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_e01ff7aaea68cd5c,E Reid,E Reid,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_e01ff7aaea68cd5c,E Reid,excel,bexley_stats_spreadsheets.xlsx,1930-31,19,medium,,6,1,111,156,,,,18.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_4f7672159a34a08e,F Richards,F Richards,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_4f7672159a34a08e,F Richards,excel,bexley_stats_spreadsheets.xlsx,1930-31,20,medium,,19,7,414,604,,,,21.78947368,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_6fa4169f544b948d,C Robinson,C Robinson,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_6fa4169f544b948d,C Robinson,excel,bexley_stats_spreadsheets.xlsx,1930-31,21,medium,,,,25,18,,,,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_6030eb60047d6a22,C Avern,C Avern,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_6030eb60047d6a22,C Avern,excel,bexley_stats_spreadsheets.xlsx,1930-31,29,medium,,,,16,18,,,,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_51d163fc22f38302,R Bartley,R Bartley,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_51d163fc22f38302,R Bartley,excel,bexley_stats_spreadsheets.xlsx,1930-31,30,medium,,4,4,101,156,,,,25.25,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_d5fcbe81e8ef8ed8,J Boardman,J Boardman,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_d5fcbe81e8ef8ed8,J Boardman,excel,bexley_stats_spreadsheets.xlsx,1930-31,31,medium,,1,1,96,96,,,,96,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_f4a9c3c095124f89,H Clapham,H Clapham,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_f4a9c3c095124f89,H Clapham,excel,bexley_stats_spreadsheets.xlsx,1930-31,32,medium,,5,4,351,415,,,,70.2,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_480ca1969468f964,R Clarke,R Clarke,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_480ca1969468f964,R Clarke,excel,bexley_stats_spreadsheets.xlsx,1930-31,33,medium,,56,12,755,883,,,,13.48214286,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_8a193f0b3e4e7ce2,Percy Eldridge,P Eldridge,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_8a193f0b3e4e7ce2,Percy Eldridge,excel,bexley_stats_spreadsheets.xlsx,1930-31,35,medium,,9,1,200,186,,,,22.22222222,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_c987327126ff0933,G Gilbert,G Gilbert,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c987327126ff0933,G Gilbert,excel,bexley_stats_spreadsheets.xlsx,1930-31,36,medium,,1,,87,84,,,,87,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_c4326e6739b29aec,S Glasspool,S Glasspool,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c4326e6739b29aec,S Glasspool,excel,bexley_stats_spreadsheets.xlsx,1930-31,37,medium,,9,1,187,246,,,,20.77777778,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_34e1df80d8702a07,A Glasspool,A Glasspool,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_34e1df80d8702a07,A Glasspool,excel,bexley_stats_spreadsheets.xlsx,1930-31,38,medium,,20,10,226,407,,,,11.3,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_36a4d7960080ff1c,H Hedstrom,H Hedstrom,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_36a4d7960080ff1c,H Hedstrom,excel,bexley_stats_spreadsheets.xlsx,1930-31,39,medium,,,,48,24,,,,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_471c6e69cc5acca7,F Hurst,F Hurst,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_471c6e69cc5acca7,F Hurst,excel,bexley_stats_spreadsheets.xlsx,1930-31,40,medium,,9,,140,117,,,,15.55555556,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_23770f71ba44ab38,J Lynch,J Lynch,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_23770f71ba44ab38,J Lynch,excel,bexley_stats_spreadsheets.xlsx,1930-31,42,medium,,1,,50,66,,,,50,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_0987372e88c325f3,L Maltby,L Maltby,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_0987372e88c325f3,L Maltby,excel,bexley_stats_spreadsheets.xlsx,1930-31,43,medium,,,,32,36,,,,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_ec3a5e0dc8f3ac37,J Mcguiness,J Mcguiness,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_ec3a5e0dc8f3ac37,J Mcguiness,excel,bexley_stats_spreadsheets.xlsx,1930-31,44,medium,,41,17,649,956,,,,15.82926829,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_ee41021c64e1f868,A Ryan,A Ryan,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_ee41021c64e1f868,A Ryan,excel,bexley_stats_spreadsheets.xlsx,1930-31,45,medium,,1,,38,36,,,,38,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_e4bd120d79ef9bd9,A Seddon,A Seddon,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_e4bd120d79ef9bd9,A Seddon,excel,bexley_stats_spreadsheets.xlsx,1930-31,46,medium,,,,7,6,,,,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_d789fb1190ddde1e,Reg Sommerlad,R Sommerlad,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_d789fb1190ddde1e,Reg Sommerlad,excel,bexley_stats_spreadsheets.xlsx,1930-31,47,medium,,8,4,255,312,,,,31.875,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_69789cdc86e47452,H Webb,H Webb,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_69789cdc86e47452,H Webb,excel,bexley_stats_spreadsheets.xlsx,1930-31,48,medium,,1,1,40,42,,,,40,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_e09975ae3f728cce,T Whitaker,T Whitaker,Georges River DCC,Georges River DCC,Historical club summary,excel_1930_31,Summer 1930/31,1930-07-01T00:00:00.0000000+00:00,Historical Excel,excel_e09975ae3f728cce,T Whitaker,excel,bexley_stats_spreadsheets.xlsx,1930-31,49,medium,,,,19,18,,,,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_7288ce77b362a957,C Avern,C Avern,Georges River DCC,Georges River DCC,Historical club summary,excel_1931_32,Summer 1931/32,1931-07-01T00:00:00.0000000+00:00,Historical Excel,excel_7288ce77b362a957,C Avern,excel,bexley_stats_spreadsheets.xlsx,1931-32,4,medium,,,,32,24,,,,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_2971df922eb8ced6,Ren Bullock,R Bullock,Georges River DCC,Georges River DCC,Historical club summary,excel_1931_32,Summer 1931/32,1931-07-01T00:00:00.0000000+00:00,Historical Excel,excel_2971df922eb8ced6,Ren Bullock,excel,bexley_stats_spreadsheets.xlsx,1931-32,5,medium,,23,12,385,569,,,,16.73913043,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
excel_154744e7b2280277,S Glasspool,S Glasspool,Georges River DCC,Georges River DCC,Historical club summary,excel_1931_32,Summer 1931/32,1931-07-01T00:00:00.0000000+00:00,Historical Excel,excel_154744e7b2280277,S Glasspool,excel,bexley_stats_spreadsheets.xlsx,1931-32,9,medium,,1,,5,10,,,,5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,,
