season_id,season,team_id,grade_id,grade_name,player_key,canonical_player_id,canonical_player_name,display_player_name,bbb_runs,bbb_balls_faced,bbb_dismissals,bbb_dot_balls,bbb_dot_ball_balls_faced,bbb_batting_innings,bbb_matches,latest_match_date,bat_sr,batting_dot_ball_pct
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,57da2d08-55fa-49db-8796-a46fd253a72d,807f6099-7898-4b56-a902-e3efaf2c7cf6,O'Neills Sports T20 Division 1,raw_87852833_31a3_4338_8fc3_77295208cbae,raw_87852833_31a3_4338_8fc3_77295208cbae,Joe Norbury,Joe Norbury,56.0,74.0,3,45,74.0,3,3,2023-01-17T17:10:00.0000000+10:30,75.67567567567568,60.810810810810814
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,57da2d08-55fa-49db-8796-a46fd253a72d,807f6099-7898-4b56-a902-e3efaf2c7cf6,O'Neills Sports T20 Division 1,raw_8c7365d6_63c4_4241_a349_d35ebe7bcf1a,raw_8c7365d6_63c4_4241_a349_d35ebe7bcf1a,Marcus Lee,Marcus Lee,2.0,8.0,1,6,8.0,1,1,2022-12-06T17:10:00.0000000+10:30,25.0,75.0
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,57da2d08-55fa-49db-8796-a46fd253a72d,807f6099-7898-4b56-a902-e3efaf2c7cf6,O'Neills Sports T20 Division 1,raw_98bc2f3b_30cf_4b6d_b441_87e94b2361f0,raw_98bc2f3b_30cf_4b6d_b441_87e94b2361f0,Daniel Rabbett,Daniel Rabbett,13.0,33.0,1,20,33.0,1,1,2023-01-10T17:10:00.0000000+10:30,39.39393939393939,60.60606060606061
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,57da2d08-55fa-49db-8796-a46fd253a72d,807f6099-7898-4b56-a902-e3efaf2c7cf6,O'Neills Sports T20 Division 1,raw_a6e17218_f7bb_4349_b7ea_300c803920b7,raw_a6e17218_f7bb_4349_b7ea_300c803920b7,Austin Robertson,Austin Robertson,13.0,13.0,1,5,13.0,1,1,2022-12-06T17:10:00.0000000+10:30,100.0,38.46153846153846
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,57da2d08-55fa-49db-8796-a46fd253a72d,807f6099-7898-4b56-a902-e3efaf2c7cf6,O'Neills Sports T20 Division 1,raw_b270c0b2_5125_4134_a734_62315b457a23,raw_b270c0b2_5125_4134_a734_62315b457a23,Joshua Golding,Joshua Golding,9.0,15.0,3,9,15.0,3,3,2023-01-17T17:10:00.0000000+10:30,60.0,60.0
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,57da2d08-55fa-49db-8796-a46fd253a72d,807f6099-7898-4b56-a902-e3efaf2c7cf6,O'Neills Sports T20 Division 1,raw_e74ebdf7_88d0_4e68_8a4c_aa20756136b0,raw_e74ebdf7_88d0_4e68_8a4c_aa20756136b0,Shaun Newell,Shaun Newell,26.0,34.0,3,24,34.0,3,3,2023-01-17T17:10:00.0000000+10:30,76.47058823529412,70.58823529411765
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,57da2d08-55fa-49db-8796-a46fd253a72d,807f6099-7898-4b56-a902-e3efaf2c7cf6,O'Neills Sports T20 Division 1,raw_eea0ea77_dee1_4437_b2aa_4460513cb53f,raw_eea0ea77_dee1_4437_b2aa_4460513cb53f,Joshua Niederer,Joshua Niederer,6.0,11.0,1,8,11.0,1,1,2022-12-06T17:10:00.0000000+10:30,54.54545454545455,72.72727272727273
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,cameron_green,cameron_green,Cameron Green,Cameron Green,23.0,88.0,5,73,88.0,5,4,2023-03-05T08:30:00.0000000+10:30,26.136363636363637,82.95454545454545
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,declan_grantham,declan_grantham,Declan Grantham,Declan Grantham,13.0,52.0,4,43,52.0,4,4,2023-03-05T08:30:00.0000000+10:30,25.0,82.6923076923077
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,dylan_mcnab,dylan_mcnab,Dylan Mcnab,Dylan Mcnab,8.0,14.0,1,9,14.0,1,1,2022-10-16T08:30:00.0000000+10:30,57.142857142857146,64.28571428571429
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,jayden_simons,jayden_simons,Jayden Simons,Jayden Simons,109.0,108.0,5,69,108.0,5,4,2023-03-05T08:30:00.0000000+10:30,100.92592592592592,63.888888888888886
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,joel_harvey,joel_harvey,Joel Harvey,Joel Harvey,15.0,19.0,2,11,19.0,2,1,2023-01-08T08:30:00.0000000+10:30,78.94736842105263,57.89473684210526
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,raw_0d5b72fd_09c9_4ace_a42e_4abb8b574a65,raw_0d5b72fd_09c9_4ace_a42e_4abb8b574a65,Drew Reynolds,Drew Reynolds,25.0,79.0,4,66,79.0,4,4,2023-03-05T08:30:00.0000000+10:30,31.645569620253166,83.54430379746836
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,raw_25be9f5e_af19_43a6_8d9d_826112200276,raw_25be9f5e_af19_43a6_8d9d_826112200276,Hudson Fraser,Hudson Fraser,20.0,31.0,4,23,31.0,4,3,2023-03-05T08:30:00.0000000+10:30,64.51612903225806,74.19354838709677
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,raw_47109598_1ffe_41b3_a38f_d760c01d44ac,raw_47109598_1ffe_41b3_a38f_d760c01d44ac,Ty Allen,Ty Allen,14.0,52.0,3,43,52.0,3,3,2023-03-05T08:30:00.0000000+10:30,26.923076923076923,82.6923076923077
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,raw_ad5e4e08_b75a_4403_b0f2_f83314ec5668,raw_ad5e4e08_b75a_4403_b0f2_f83314ec5668,Daivik Kumar,Daivik Kumar,8.0,61.0,4,54,61.0,4,3,2023-03-05T08:30:00.0000000+10:30,13.114754098360656,88.52459016393442
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,raw_e72707f4_7599_46df_8d35_289a19dc7b31,raw_e72707f4_7599_46df_8d35_289a19dc7b31,Koren Steele,Koren Steele,20.0,83.0,5,71,83.0,5,4,2023-03-05T08:30:00.0000000+10:30,24.096385542168676,85.5421686746988
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,raw_ef4f9462_581c_41c1_86dc_3740bf3ac7c2,raw_ef4f9462_581c_41c1_86dc_3740bf3ac7c2,Harry James,Harry James,67.0,116.0,5,74,116.0,5,4,2023-03-05T08:30:00.0000000+10:30,57.758620689655174,63.793103448275865
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,ryan_langaard,ryan_langaard,Ryan Langaard,Ryan Langaard,9.0,65.0,5,65,65.0,5,4,2023-03-05T08:30:00.0000000+10:30,13.846153846153847,100.0
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,5d777fdf-7822-464f-9a93-799c59236485,9d0bd045-fa40-4ab2-bca1-486426065377,U14 Boys South Division 2,tyler_stevens,tyler_stevens,Tyler Stevens,Tyler Stevens,47.0,135.0,5,110,135.0,5,4,2023-03-05T08:30:00.0000000+10:30,34.81481481481482,81.48148148148148
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,689f18d9-cf87-4abe-acc3-feac38c222d8,a30320c1-1c63-4bc9-aa2a-26bed711b6a6,U12 Boys South Division 2,ayden_cook,ayden_cook,Ayden Cook,Ayden Cook,1.0,4.0,1,3,4.0,1,1,2022-10-16T09:00:00.0000000+10:30,25.0,75.0
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,689f18d9-cf87-4abe-acc3-feac38c222d8,a30320c1-1c63-4bc9-aa2a-26bed711b6a6,U12 Boys South Division 2,billy_rowston,billy_rowston,Billy Rowston,Billy Rowston,16.0,59.0,4,48,59.0,4,4,2023-02-03T17:00:00.0000000+10:30,27.11864406779661,81.35593220338983
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,689f18d9-cf87-4abe-acc3-feac38c222d8,a30320c1-1c63-4bc9-aa2a-26bed711b6a6,U12 Boys South Division 2,caleb_eckert,caleb_eckert,Caleb Eckert,Caleb Eckert,1.0,8.0,1,7,8.0,1,1,2022-10-16T09:00:00.0000000+10:30,12.5,87.5
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,689f18d9-cf87-4abe-acc3-feac38c222d8,a30320c1-1c63-4bc9-aa2a-26bed711b6a6,U12 Boys South Division 2,campbell_loizi,campbell_loizi,Campbell Loizi,Campbell Loizi,0.0,1.0,1,1,1.0,1,1,2022-10-16T09:00:00.0000000+10:30,0.0,100.0
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,689f18d9-cf87-4abe-acc3-feac38c222d8,a30320c1-1c63-4bc9-aa2a-26bed711b6a6,U12 Boys South Division 2,harry_tonkin,harry_tonkin,Harry Tonkin,Harry Tonkin,4.0,24.0,2,20,24.0,3,3,2023-02-03T17:00:00.0000000+10:30,16.666666666666668,83.33333333333333
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,689f18d9-cf87-4abe-acc3-feac38c222d8,a30320c1-1c63-4bc9-aa2a-26bed711b6a6,U12 Boys South Division 2,jack_briggs,jack_briggs,Jack Briggs,Jack Briggs,37.0,52.0,4,24,52.0,5,5,2023-02-03T17:00:00.0000000+10:30,71.15384615384616,46.15384615384615
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,689f18d9-cf87-4abe-acc3-feac38c222d8,a30320c1-1c63-4bc9-aa2a-26bed711b6a6,U12 Boys South Division 2,levi_porker,levi_porker,Levi Porker,Levi Porker,25.0,38.0,2,22,38.0,2,2,2023-02-03T17:00:00.0000000+10:30,65.78947368421052,57.89473684210526
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,689f18d9-cf87-4abe-acc3-feac38c222d8,a30320c1-1c63-4bc9-aa2a-26bed711b6a6,U12 Boys South Division 2,max_tuffin,max_tuffin,Max Tuffin,Max Tuffin,20.0,69.0,4,52,69.0,4,4,2023-02-03T17:00:00.0000000+10:30,28.985507246376812,75.3623188405797
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,689f18d9-cf87-4abe-acc3-feac38c222d8,a30320c1-1c63-4bc9-aa2a-26bed711b6a6,U12 Boys South Division 2,paxton_brown,paxton_brown,Paxton Brown,Paxton Brown,8.0,47.0,4,39,47.0,4,4,2023-02-03T17:00:00.0000000+10:30,17.02127659574468,82.97872340425532
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,689f18d9-cf87-4abe-acc3-feac38c222d8,a30320c1-1c63-4bc9-aa2a-26bed711b6a6,U12 Boys South Division 2,raw_054ff076_0199_441e_818b_8005d769412c,raw_054ff076_0199_441e_818b_8005d769412c,Joel Foody,Joel Foody,48.0,57.0,4,30,57.0,4,4,2023-02-03T17:00:00.0000000+10:30,84.21052631578948,52.63157894736842
