event_id,season,grade_name,team,opponent,result,captain,source_document,source_sheet,source_row,confidence,review_required,notes
hist_prem_2014_u_14a,Summer 2014/15,U/14A,Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,91,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_1987_a2,Summer 1987/88,A2,Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,120,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_1994_u_16,Summer 1994/95,U/16,Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,121,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_1985_u_12,Summer 1985/86,U/12,Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,127,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_1989_u_16,Summer 1989/90,U/16,Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,128,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_1982_u_12,Summer 1982/83,U/12,Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,179,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_2019_u_12_blue,Summer 2019/20,U/12(Blue),Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,187,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_2007_u_14c,Summer 2007/08,U/14C,Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,197,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_1988_u_16,Summer 1988/89,U/16,Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,199,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_2022_u_12,Summer 2022/23,U/12,Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,254,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_1997_u_16,Summer 1997/98,U/16,Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,343,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_1996_u_12,Summer 1996/97,U/12,Glen Waverley Hawks,,,,GWHCC_customer_source_consolidation.xlsx,Premiership Events,498,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
hist_prem_2025_u_12c,Summer 2025/26,U/12C,Glen Waverley Hawks,,GWHCC 7/170 def GWHCC Brown,,GWHCC_customer_source_consolidation.xlsx,2025-26 Summary,30,high,false,Governed club-supplied historical premiership event; fields absent from the source remain blank.
